Number,Descriptor-0,Descriptor-1,Descriptor-2,Descriptor-3,Descriptor-4,Descriptor-5,Descriptor-6,Descriptor-7,Descriptor-8,Descriptor-9,Descriptor-10,Descriptor-11,Descriptor-12,Descriptor-13,Descriptor-14,Descriptor-15,Descriptor-16,Descriptor-17,Descriptor-18,Descriptor-19,Descriptor-20,Descriptor-21,Descriptor-22,Descriptor-23,Descriptor-24,Descriptor-25,Descriptor-26,Descriptor-27,Descriptor-28,Descriptor-29,Descriptor-30,Descriptor-31,Descriptor-32,Descriptor-33,Descriptor-34,Descriptor-35,Descriptor-36,Descriptor-37,Descriptor-38,Descriptor-39,Descriptor-40,Descriptor-41,Descriptor-42,Descriptor-43,Descriptor-44,Descriptor-45,Descriptor-46,Descriptor-47,Descriptor-48,Descriptor-49,Descriptor-50,Descriptor-51,Descriptor-52,Descriptor-53,Descriptor-54,Descriptor-55,Descriptor-56,Descriptor-57,Descriptor-58,Descriptor-59,Descriptor-60,Descriptor-61,Descriptor-62,Descriptor-63,Descriptor-64,Descriptor-65,Descriptor-66,Descriptor-67,Descriptor-68,Descriptor-69,Descriptor-70,Descriptor-71,Descriptor-72,Descriptor-73,Descriptor-74,Descriptor-75,Descriptor-76,Descriptor-77,Descriptor-78,Descriptor-79,Descriptor-80,Descriptor-81,Descriptor-82,Descriptor-83,Descriptor-84,Descriptor-85,Descriptor-86,Descriptor-87,Descriptor-88,Descriptor-89,Descriptor-90,Descriptor-91,Descriptor-92,Descriptor-93,Descriptor-94,Descriptor-95,Descriptor-96,Descriptor-97,Descriptor-98,Descriptor-99,Descriptor-100,Descriptor-101,Descriptor-102,Descriptor-103,Descriptor-104,Descriptor-105,Descriptor-106,Descriptor-107,Descriptor-108,Descriptor-109,Descriptor-110,Descriptor-111,Descriptor-112,Descriptor-113,Descriptor-114,Descriptor-115,Descriptor-116,Descriptor-117,Descriptor-118,Descriptor-119,Descriptor-120,Descriptor-121,Descriptor-122,Descriptor-123,Descriptor-124,Descriptor-125,Descriptor-126,Descriptor-127
215,1,20,34,6,16,13,2,0,101,67,20,5,7,14,9,35,145,145,5,0,0,0,0,30,2,7,1,0,0,0,0,1,4,23,29,8,31,6,1,3,58,69,63,28,22,4,0,1,145,145,10,1,1,0,0,2,8,5,0,0,0,0,0,0,6,4,10,23,34,3,0,2,112,8,9,35,56,5,1,10,145,7,1,1,3,0,0,24,6,0,0,0,0,0,0,0,0,0,8,23,5,27,145,1,49,0,5,21,4,7,145,109,145,0,0,0,0,0,23,145,1,0,0,0,0,0,0,0
216,14,5,2,16,6,1,0,1,185,40,2,2,0,0,0,11,149,18,2,22,16,1,0,2,0,0,2,30,7,0,0,0,36,1,1,17,7,0,0,5,185,11,0,1,0,0,0,70,153,6,1,17,28,0,0,17,0,0,1,23,23,0,0,0,39,3,0,3,2,3,4,4,185,55,0,0,0,0,0,9,153,18,0,4,35,10,0,2,0,0,0,9,28,10,0,0,16,1,0,0,0,11,7,2,185,58,0,0,0,0,1,2,164,33,0,0,7,27,8,7,0,0,0,0,14,49,2,0
217,51,5,2,2,0,0,0,3,194,14,0,0,0,0,0,19,115,7,0,2,27,3,0,10,0,0,0,3,35,8,0,0,74,10,0,0,0,0,0,8,194,7,0,0,0,0,0,40,130,1,0,1,31,21,1,22,0,0,0,2,39,21,0,0,76,10,0,0,0,0,0,4,194,37,0,0,0,0,0,11,153,7,0,0,28,26,1,8,0,0,0,0,42,29,0,0,55,0,0,0,0,0,1,28,194,4,0,0,1,0,0,114,99,1,0,9,40,4,1,30,0,0,0,7,33,6,0,0
218,1,2,5,38,6,0,0,0,176,41,2,3,0,0,0,0,176,42,0,0,6,6,1,3,6,0,0,0,28,26,1,1,2,1,1,5,16,16,0,0,176,37,0,0,2,1,0,5,176,54,0,0,5,6,1,11,19,1,0,0,31,35,1,2,1,0,0,9,17,11,1,1,176,7,0,0,1,3,2,25,176,17,0,0,7,1,0,33,22,1,0,0,35,15,0,2,1,1,2,13,6,0,0,0,152,20,1,1,0,0,0,1,176,30,0,0,2,1,0,5,22,1,0,0,19,11,0,2
219,100,6,0,1,0,0,1,13,194,32,0,0,0,0,0,41,73,4,0,7,32,2,0,11,0,0,0,13,16,1,0,0,113,5,0,0,0,0,1,8,194,27,0,0,1,0,0,21,110,5,0,1,48,6,0,5,0,0,0,5,32,9,0,0,106,3,0,0,0,1,3,8,194,33,0,0,0,0,0,11,111,12,0,0,16,24,9,9,0,0,0,0,17,47,3,0,50,11,0,0,0,2,3,3,194,99,0,0,0,0,0,3,127,38,0,1,1,16,14,15,0,0,0,4,16,52,5,0
220,27,0,2,3,0,9,4,13,154,0,0,0,0,0,0,111,98,0,1,13,12,1,0,40,0,0,3,21,7,0,0,0,55,0,0,0,1,33,13,17,154,12,0,0,0,1,2,77,87,5,1,3,33,27,3,25,1,0,0,4,19,14,2,1,23,0,0,0,0,130,154,17,154,55,2,0,0,14,100,67,65,58,31,12,19,9,3,6,0,3,9,5,12,12,4,1,0,43,44,0,0,81,154,2,14,11,19,1,1,88,154,25,8,19,24,2,1,62,53,4,4,16,14,1,0,8,23,4
221,0,0,0,0,0,7,15,0,87,0,0,0,0,0,10,32,205,1,0,0,0,0,0,92,71,3,2,1,12,1,0,15,1,1,0,0,0,9,7,1,149,7,0,0,0,2,7,12,205,21,0,0,0,0,0,28,56,5,10,8,6,0,0,3,1,9,5,1,0,1,2,0,139,8,0,0,0,1,3,14,205,35,1,0,0,0,0,12,53,13,3,4,4,2,1,2,2,8,4,2,0,0,0,0,108,23,0,0,0,0,0,1,205,43,0,0,0,0,0,2,72,11,1,2,3,2,1,3
222,40,7,7,1,1,1,0,0,199,11,0,0,0,0,0,7,130,5,1,12,43,10,1,7,0,0,0,4,56,19,0,0,63,3,3,5,2,1,0,2,199,10,0,0,1,0,0,30,137,6,1,15,51,6,1,14,0,0,0,7,67,9,0,0,77,5,4,3,0,0,0,6,199,34,1,1,1,0,0,38,117,24,3,17,43,5,0,10,0,0,1,11,48,9,0,0,80,2,0,1,1,1,1,18,199,1,0,0,1,0,0,83,68,1,0,8,36,4,1,21,0,0,0,8,26,5,0,0
223,0,0,0,0,0,0,1,1,98,0,0,0,0,0,0,31,177,0,0,0,5,1,0,91,36,0,0,9,72,6,0,12,2,0,0,0,0,1,2,4,174,2,0,0,0,0,0,22,177,11,0,1,6,2,0,19,40,2,0,4,84,17,0,2,8,0,0,0,0,0,0,3,173,9,0,0,0,0,0,15,177,31,0,1,5,1,0,12,41,5,0,5,64,17,0,0,5,0,0,0,0,0,1,4,82,32,0,0,0,0,0,2,177,149,0,0,1,0,0,0,45,32,0,0,32,17,0,0
224,1,2,2,3,5,1,0,0,154,9,1,0,0,0,0,2,186,19,0,2,14,0,0,2,17,3,0,8,64,4,0,0,2,1,1,4,10,2,0,0,186,15,1,0,1,0,0,2,186,32,0,1,12,1,0,6,25,3,0,2,51,11,3,1,1,0,0,3,8,1,0,0,186,6,0,0,1,0,0,7,186,11,0,0,8,3,0,12,26,0,0,0,27,16,5,3,1,1,2,5,4,1,0,0,123,22,1,0,0,0,0,1,186,45,0,0,3,4,0,2,29,2,0,1,20,18,1,2
225,2,2,4,3,2,0,0,0,150,9,2,0,0,0,0,7,186,30,0,2,15,0,0,6,17,4,0,6,76,2,1,0,3,1,0,1,5,2,0,0,174,21,0,0,0,0,0,3,186,31,0,1,15,1,0,16,27,2,0,3,70,6,1,5,2,0,0,2,6,1,0,1,179,7,0,0,0,0,0,11,186,15,0,1,14,3,0,18,25,1,0,3,49,12,2,6,1,3,2,3,1,0,0,0,120,21,1,0,0,0,0,1,186,42,0,0,6,4,0,2,28,3,1,0,33,21,1,2
226,110,18,0,0,0,0,1,4,207,91,0,1,3,0,0,0,55,25,2,9,29,1,0,0,12,35,6,1,1,0,0,0,104,3,0,0,0,0,5,27,207,32,0,1,2,1,0,20,98,14,2,9,29,8,1,5,18,19,4,1,1,0,0,3,87,1,0,0,0,0,3,35,207,18,0,1,2,0,0,15,108,14,2,15,52,4,0,2,10,24,10,5,4,0,0,0,66,13,1,0,0,0,0,4,207,9,0,2,3,0,0,5,78,8,5,31,44,0,0,1,14,23,11,5,3,0,0,0
227,15,5,4,64,31,0,0,0,202,24,3,5,1,0,0,12,117,3,0,13,30,5,0,6,0,0,0,18,40,2,0,0,39,7,6,51,18,0,0,1,202,10,1,2,1,1,0,35,122,1,0,21,67,9,1,15,1,3,5,35,39,2,0,0,53,6,4,22,19,0,0,0,202,15,1,1,2,0,0,5,121,4,0,4,94,11,0,3,5,2,1,4,67,15,1,1,53,4,6,12,1,0,0,4,202,9,0,0,1,0,0,27,82,5,0,6,53,4,0,6,1,0,0,1,40,20,1,1
228,2,0,0,1,15,8,4,6,159,1,0,0,0,0,1,34,183,3,0,0,8,4,0,34,21,0,0,0,68,18,0,4,1,0,0,0,2,19,12,4,183,12,0,0,0,1,7,19,183,33,0,0,10,2,0,9,33,1,0,0,84,24,0,1,0,0,0,0,0,4,12,6,149,2,0,0,0,0,9,39,183,6,0,0,10,0,0,34,35,0,0,3,72,9,0,1,0,0,0,0,0,1,14,13,121,3,0,0,0,1,8,16,183,15,0,1,8,0,0,5,24,2,0,10,52,0,0,0
229,108,20,0,0,0,0,0,0,176,109,0,0,0,0,0,0,76,124,55,2,2,2,0,0,0,11,61,23,24,37,0,0,121,7,0,0,0,0,0,8,176,34,1,0,0,0,0,8,97,45,54,9,1,0,0,1,0,18,94,6,1,0,0,0,119,3,0,0,0,0,0,7,176,11,0,1,1,0,0,7,84,7,15,32,21,0,0,2,0,6,67,14,2,0,0,0,91,9,0,0,0,0,0,1,176,2,0,0,3,0,0,19,54,0,1,14,60,1,0,6,0,0,13,14,19,1,0,0
230,87,18,1,1,0,0,0,0,192,31,0,0,2,0,0,7,71,6,1,9,39,8,1,6,19,8,1,1,3,2,2,10,121,5,0,1,0,0,0,10,192,9,0,0,9,1,0,47,73,9,3,15,93,3,1,14,41,32,2,4,5,0,0,0,117,3,0,0,0,0,0,10,192,27,0,2,13,0,0,9,74,10,1,14,123,0,0,2,61,18,0,2,9,0,0,0,94,3,1,0,0,0,0,9,192,1,0,0,11,2,0,46,50,2,0,5,96,7,0,8,40,11,0,1,6,1,0,3
231,70,39,14,5,1,0,0,0,199,39,0,0,1,1,0,13,62,2,0,0,24,16,1,10,0,0,0,0,21,12,0,0,114,18,2,9,3,0,0,2,199,19,0,1,2,1,0,22,89,2,1,12,43,16,1,10,0,0,3,11,22,14,0,0,137,2,1,7,1,0,0,26,199,8,1,2,2,0,0,56,70,8,2,23,45,1,0,5,0,0,3,30,22,0,0,0,152,6,1,1,0,0,0,19,199,1,0,0,2,2,1,56,36,0,0,6,44,19,2,11,0,0,0,28,31,3,0,0
232,2,1,0,1,5,1,0,0,113,5,0,0,0,0,0,12,190,3,0,1,4,0,0,50,37,0,0,6,51,1,1,8,3,1,1,2,3,0,0,2,180,1,0,0,0,0,0,18,190,0,0,1,8,3,0,35,32,0,0,5,46,15,2,7,2,7,3,1,0,0,0,0,189,19,0,0,0,0,0,2,190,18,0,0,6,3,0,9,35,2,0,0,50,20,1,3,0,1,0,0,0,4,7,1,126,15,0,0,0,0,3,6,190,28,0,0,3,1,0,3,37,1,0,0,36,14,2,1
233,35,2,0,0,2,0,0,6,208,3,0,0,2,0,0,60,111,1,0,10,63,2,1,23,0,0,0,1,20,7,5,8,62,4,1,0,0,0,0,7,208,2,0,0,3,2,0,40,113,1,0,5,61,24,3,15,1,1,2,2,14,12,5,8,61,14,1,0,0,1,2,2,208,30,0,0,3,1,0,8,123,5,0,0,71,21,2,4,0,1,3,2,18,10,8,1,36,1,0,0,0,1,11,11,208,10,0,0,1,1,1,25,108,1,0,0,37,25,4,7,1,0,0,0,17,17,8,0
234,20,4,2,19,11,0,0,1,189,5,1,1,2,0,0,22,124,1,0,5,104,4,0,7,2,0,0,1,39,10,11,16,47,3,1,21,17,0,0,2,189,13,0,1,3,1,1,51,115,3,0,3,110,23,2,20,6,0,0,0,27,10,4,18,45,2,0,6,11,3,0,4,189,48,0,0,3,1,0,15,126,16,0,3,111,11,0,4,4,2,1,1,29,6,1,4,35,1,0,0,7,4,1,4,189,5,0,0,2,0,0,20,108,1,0,1,88,2,0,6,0,1,1,2,26,2,0,0
235,35,4,0,2,2,0,0,0,193,19,0,0,3,1,0,3,105,3,0,0,83,10,0,3,2,0,0,0,20,3,1,4,43,3,1,2,3,0,0,2,193,9,0,0,4,1,0,39,126,2,0,0,104,20,1,14,2,0,0,0,20,10,4,5,50,3,1,3,7,1,0,1,193,63,0,0,3,0,0,11,124,23,0,1,92,19,0,3,1,0,1,2,26,8,1,0,32,4,0,3,8,0,0,1,193,52,0,0,0,0,0,1,141,20,0,3,66,11,0,1,2,1,0,6,34,4,0,0
236,47,82,37,0,0,0,0,0,196,98,0,0,2,2,0,1,36,9,0,0,32,27,2,1,0,0,0,0,5,19,5,0,110,63,18,3,0,0,0,1,196,62,0,0,2,2,1,32,64,6,0,2,46,20,3,16,0,0,0,3,18,12,1,0,133,29,2,5,2,0,0,1,196,41,0,0,3,3,1,22,83,3,1,5,59,31,3,11,0,1,4,4,13,20,5,0,120,6,1,6,2,0,0,12,196,14,1,2,2,0,0,31,60,9,4,28,54,5,1,4,0,1,12,11,13,4,0,0
237,0,8,6,8,37,1,0,0,39,6,4,2,5,3,4,29,76,1,0,0,13,67,71,97,2,4,1,6,42,87,19,3,0,2,1,3,41,11,4,0,125,17,2,1,4,2,1,5,149,20,0,1,69,37,6,23,10,0,0,7,149,66,3,9,0,0,0,18,25,4,1,0,135,2,0,8,8,1,0,23,149,7,1,11,78,1,0,25,50,1,0,21,149,5,1,16,1,0,0,5,17,8,2,1,134,0,0,1,4,1,0,29,149,1,0,19,72,0,0,36,58,0,0,38,149,0,0,9
238,1,0,5,1,1,9,5,3,3,2,8,6,3,2,5,7,35,6,3,11,29,1,0,4,4,0,0,53,138,0,0,1,0,1,138,12,1,2,1,1,14,27,138,40,1,1,1,2,110,59,34,16,63,1,0,3,6,1,0,44,138,1,0,1,2,2,124,8,2,4,0,1,106,25,93,7,0,0,0,19,138,24,7,18,83,0,0,34,6,2,0,59,138,0,0,1,4,0,0,1,8,7,1,2,138,0,0,0,0,1,0,16,138,2,1,22,91,0,0,19,2,1,0,40,138,0,0,0
239,70,114,18,1,0,0,0,2,11,19,33,20,2,0,0,0,3,34,29,7,1,0,0,0,0,12,39,28,9,0,0,0,127,25,6,26,1,0,3,106,33,23,37,129,15,0,0,6,103,78,28,24,10,2,0,6,8,5,13,44,129,3,0,2,11,1,46,129,2,0,5,59,72,13,48,129,1,0,0,10,129,16,6,7,17,7,2,53,12,0,0,11,129,14,2,8,3,4,13,64,31,29,2,2,86,2,7,12,1,3,2,85,129,0,0,4,28,2,1,106,5,0,0,26,129,3,0,4
240,2,6,0,0,6,13,2,1,134,1,0,0,6,10,1,12,172,7,0,2,60,8,0,18,11,1,0,7,172,49,17,7,10,8,0,0,4,5,3,6,150,7,0,0,4,12,2,9,172,41,1,3,40,8,0,7,21,5,1,4,113,67,38,26,3,0,0,0,0,6,10,7,124,2,0,0,0,6,4,27,172,8,0,2,25,3,0,44,27,4,1,5,67,13,2,6,5,2,0,0,1,9,3,1,121,4,0,0,1,5,0,7,172,11,0,8,12,2,0,12,14,4,2,21,34,8,1,2
241,31,118,67,7,0,0,0,1,15,45,46,12,0,0,0,0,1,28,50,13,3,0,0,0,0,22,72,34,9,0,0,0,106,43,14,13,1,6,18,78,55,41,53,127,0,0,0,9,86,74,35,27,29,4,0,5,5,13,32,52,127,7,0,1,16,19,24,96,10,3,16,46,74,17,45,127,5,1,0,20,127,19,6,6,41,9,1,55,9,0,1,5,127,16,1,5,21,58,8,25,18,18,9,3,56,2,2,13,9,19,33,124,122,0,0,14,47,1,1,116,3,0,0,27,127,2,0,2
242,50,0,0,0,0,0,1,10,197,0,0,0,1,0,0,22,97,1,0,11,72,2,0,7,0,0,0,18,74,5,1,1,67,1,0,0,0,0,1,6,197,5,0,0,2,1,0,23,110,1,0,1,78,31,0,10,0,0,0,1,49,63,7,1,65,1,0,0,0,0,0,6,197,19,0,0,1,0,0,11,122,8,0,0,35,35,1,4,0,0,0,0,19,74,5,0,55,1,0,0,0,0,1,7,197,3,0,0,0,0,0,24,114,1,0,0,3,37,18,24,0,0,0,0,6,70,8,0
243,2,7,21,24,4,4,5,1,45,123,47,10,4,0,1,1,185,160,15,0,0,0,0,0,13,6,0,0,0,0,0,0,0,9,42,35,16,12,3,0,103,56,58,8,5,1,0,0,185,37,2,0,0,0,0,2,28,1,0,0,0,0,0,0,2,3,2,4,68,31,3,1,162,12,6,2,24,6,0,3,185,6,0,0,0,0,0,6,25,0,0,0,0,0,0,0,0,8,12,22,45,3,0,0,138,6,1,10,24,1,0,3,185,3,0,0,0,0,0,4,17,0,0,0,0,0,0,0
244,42,2,0,0,0,0,0,8,172,8,0,0,0,0,0,16,172,25,0,0,0,0,0,8,14,12,1,1,29,15,1,1,60,5,0,0,0,0,0,4,172,6,0,0,0,0,0,52,172,23,0,0,0,0,0,20,19,22,3,9,19,1,0,0,60,10,2,0,0,0,0,1,172,62,0,0,0,0,0,9,172,40,0,0,0,0,0,3,12,12,7,13,15,0,0,0,33,6,1,0,0,2,2,2,172,39,0,0,0,0,0,1,172,19,1,0,0,0,0,1,5,2,3,13,12,0,0,0
245,0,0,0,0,1,8,11,4,158,6,0,0,0,0,9,28,186,14,0,0,16,1,0,15,17,0,0,1,63,17,1,0,0,0,0,0,0,1,15,17,186,7,0,0,0,1,10,25,186,28,0,2,19,0,0,8,21,2,0,11,76,1,0,0,1,0,0,0,0,4,35,35,137,4,0,0,0,7,34,23,186,30,0,1,16,3,1,10,26,2,0,12,77,7,0,1,6,0,0,0,3,16,35,38,74,3,0,0,9,22,23,12,186,15,0,0,14,3,1,17,26,1,0,4,81,11,0,2
246,0,0,1,14,13,1,0,0,106,3,1,2,1,0,0,26,162,1,0,0,5,2,1,114,25,0,0,8,78,9,1,15,0,0,0,5,12,2,0,2,162,17,0,0,1,1,1,15,162,50,0,3,11,1,0,29,22,4,0,14,107,8,0,3,1,0,0,1,8,4,1,5,147,3,0,0,0,0,1,56,162,13,0,3,16,0,0,80,21,2,0,21,101,0,0,4,7,1,0,2,5,0,0,2,162,1,0,0,0,0,0,36,162,0,0,4,26,0,0,64,5,0,0,16,81,1,0,2
247,0,0,0,0,2,15,8,3,156,6,0,0,0,4,10,25,195,21,0,0,13,4,0,9,22,1,0,0,53,29,2,1,0,0,0,0,0,2,13,16,164,2,0,0,0,0,15,39,195,22,0,2,14,0,0,12,30,3,1,10,64,5,0,0,1,0,0,0,0,3,30,56,110,2,0,0,0,6,53,39,195,22,0,1,13,2,1,17,35,3,1,14,71,3,0,2,22,0,0,0,2,6,19,64,55,5,0,1,20,28,30,18,195,33,0,0,12,4,1,10,35,4,0,2,67,16,0,1
248,1,2,2,1,0,1,0,0,107,2,3,2,1,0,0,12,193,0,0,0,1,0,0,63,52,0,0,6,48,2,0,14,0,0,0,0,2,7,1,1,170,4,0,0,2,3,0,8,193,15,0,0,3,0,0,30,54,3,0,4,67,9,0,6,1,0,2,2,2,1,0,1,155,2,0,0,1,1,0,24,193,35,0,1,1,0,0,13,56,13,1,14,44,4,0,0,2,0,1,0,0,0,2,6,126,0,0,0,0,0,1,41,193,3,0,0,0,0,0,46,54,2,0,1,20,16,1,3
249,0,1,13,11,2,0,0,0,1,25,26,19,1,0,0,0,18,47,19,1,1,1,1,2,6,3,2,4,9,1,3,2,0,1,6,50,15,12,1,0,18,30,59,157,9,0,0,0,157,88,41,20,3,1,1,11,20,1,0,8,33,4,1,6,0,0,53,157,15,6,0,0,116,24,37,157,11,0,0,6,157,26,9,16,9,0,0,37,18,1,1,27,26,1,0,2,0,0,48,157,11,0,0,0,157,11,26,64,4,0,0,45,157,2,0,1,16,6,1,85,4,1,0,5,34,8,0,2
250,0,0,0,7,7,4,1,0,33,0,1,1,0,1,3,32,57,0,0,0,0,21,127,133,1,0,0,0,0,105,168,9,0,0,0,0,5,6,1,0,135,6,0,0,1,3,1,14,168,18,0,0,0,8,37,79,35,2,0,0,0,75,150,14,0,0,0,0,8,3,0,0,130,11,0,0,4,0,0,0,168,42,0,0,0,0,0,0,68,9,0,1,0,2,4,0,0,0,0,2,7,1,0,0,65,16,0,0,4,1,0,0,168,91,0,0,0,0,0,0,71,22,0,0,0,0,0,0
251,1,1,6,6,80,19,0,2,2,1,4,8,2,8,26,18,1,14,2,0,0,23,18,1,2,59,9,0,0,1,0,0,32,1,0,8,138,5,0,10,138,3,0,1,2,38,83,125,11,2,0,0,26,138,81,19,0,5,6,1,14,54,1,0,60,0,0,8,138,0,0,5,138,36,5,1,3,10,7,28,38,25,20,9,94,138,8,6,0,0,1,1,82,138,0,0,55,0,0,14,88,0,0,8,138,9,4,3,2,0,0,25,18,21,29,11,20,17,0,1,2,7,2,1,113,98,0,0
252,19,0,0,1,2,2,1,10,146,0,0,0,1,3,2,94,41,0,0,8,21,31,10,34,1,0,12,80,3,3,5,13,50,3,0,0,9,7,1,7,146,29,6,12,5,4,3,77,40,7,9,146,61,24,7,24,0,0,16,146,7,1,1,7,29,12,0,1,21,3,0,0,144,146,75,40,2,0,0,2,10,23,71,146,19,0,1,10,1,0,3,77,2,0,2,134,2,2,0,0,15,6,6,2,4,21,25,7,0,4,8,5,11,2,18,26,1,1,4,115,5,0,0,5,1,0,7,146
253,6,0,0,0,1,11,9,4,174,28,0,0,0,1,2,11,174,60,0,0,17,2,0,1,9,2,0,2,78,17,0,0,1,0,0,0,0,8,34,2,156,40,0,0,0,7,12,6,174,63,0,0,6,6,1,21,24,2,0,2,75,42,1,6,0,0,1,2,3,9,18,2,149,3,0,3,8,12,5,11,174,17,0,2,7,2,0,31,25,3,0,9,109,12,0,4,0,0,1,8,15,8,0,0,111,13,1,11,10,0,0,1,174,68,0,0,2,0,0,1,24,13,0,1,54,23,0,0
254,0,0,0,5,6,0,0,0,89,1,0,1,0,0,0,15,206,0,0,0,0,0,0,62,66,0,0,1,0,0,0,9,1,1,1,9,3,0,0,0,155,8,1,0,0,0,0,5,206,11,0,0,0,0,0,18,70,2,0,2,0,0,0,2,1,0,1,3,2,0,0,1,144,16,1,0,0,0,0,1,206,40,0,0,0,0,0,0,72,5,0,1,1,0,0,0,0,0,2,5,0,0,0,0,78,21,3,3,0,0,0,0,206,81,0,0,0,0,0,0,70,15,0,0,1,0,0,0
255,1,1,1,2,2,0,0,0,112,1,0,0,0,0,0,20,199,1,0,0,0,0,0,55,48,0,0,2,0,0,0,6,3,3,2,3,1,0,0,0,176,11,0,0,0,0,0,4,199,19,0,0,0,0,0,10,54,2,0,2,1,0,0,1,2,1,1,1,1,0,1,2,168,14,0,0,0,0,0,1,199,30,0,0,0,0,0,5,56,3,0,0,1,0,0,1,0,0,3,4,0,0,0,0,97,22,3,1,0,0,0,0,199,71,0,0,0,0,0,0,54,10,0,0,1,0,0,0
256,38,10,3,3,4,4,2,3,201,56,0,2,3,1,0,3,91,15,1,8,68,3,0,1,13,1,1,2,11,2,1,7,53,33,39,5,1,0,0,2,201,16,3,2,3,0,0,47,117,4,0,9,70,2,1,13,10,2,0,1,9,1,1,9,81,45,26,1,1,1,0,0,201,73,1,2,3,0,0,9,98,19,1,25,60,0,0,2,18,13,1,4,5,0,0,1,49,18,2,3,4,1,0,0,201,111,1,1,1,0,0,0,88,31,2,9,43,1,0,0,8,20,7,3,7,1,0,0
257,45,10,0,1,2,0,0,0,167,18,0,0,31,8,1,4,23,0,0,0,167,33,0,2,1,0,0,1,37,5,0,1,55,2,0,0,4,6,0,1,167,11,0,0,32,8,0,4,43,1,0,1,167,47,0,2,2,3,0,2,66,9,0,0,43,1,0,0,3,14,1,3,167,17,0,1,25,4,0,4,56,4,0,3,167,42,8,2,0,1,0,1,58,17,69,22,26,2,0,0,2,6,2,4,167,18,0,0,8,4,0,4,55,6,0,0,84,71,28,10,1,0,1,1,6,16,106,54
258,9,4,1,0,0,0,0,1,169,24,0,0,0,0,0,2,169,43,0,3,9,0,0,4,12,4,0,12,74,3,0,0,13,3,0,0,0,0,0,2,169,33,0,0,0,0,0,2,169,56,0,1,7,1,0,5,26,3,0,1,82,12,0,1,12,2,0,0,0,0,0,3,169,5,0,0,0,0,0,23,169,4,0,1,6,0,0,48,24,0,0,6,74,4,0,2,8,3,0,0,0,0,0,0,169,11,0,0,0,0,0,12,169,15,0,2,8,1,0,25,11,1,0,16,60,1,0,3
259,53,74,4,0,0,0,0,0,175,161,1,1,7,1,0,0,39,19,3,11,93,8,0,1,8,6,6,4,10,2,0,8,58,38,9,1,0,0,0,6,175,46,0,0,5,1,0,9,100,3,0,0,113,24,1,6,20,1,0,0,16,6,1,10,78,11,1,0,0,0,0,19,175,25,0,0,3,1,0,10,116,11,0,1,109,26,0,1,10,14,4,2,26,6,0,1,57,44,2,0,0,0,0,1,175,71,0,0,0,0,0,1,100,38,1,1,63,26,0,0,14,5,2,1,40,17,0,4
260,1,0,0,14,21,1,1,0,154,4,0,3,3,0,0,7,181,7,0,2,12,1,0,17,16,1,0,10,49,1,0,1,1,0,0,10,28,0,0,0,181,14,0,1,3,0,0,2,181,33,0,2,16,1,0,6,20,2,0,6,58,5,0,1,1,0,0,4,25,2,0,0,181,3,0,0,2,1,0,8,181,7,0,4,14,0,0,23,18,1,0,11,50,2,0,1,0,0,0,1,13,7,0,0,162,2,0,0,2,2,0,5,181,7,0,4,12,0,0,4,10,3,3,17,29,0,0,0
261,23,32,23,0,0,0,0,0,186,14,4,0,0,0,0,69,148,2,1,17,25,0,0,48,4,2,1,8,15,0,1,3,60,10,3,2,5,1,0,0,186,14,0,0,0,0,0,26,152,7,2,27,38,0,0,11,19,10,1,9,10,0,0,1,60,6,5,2,1,0,0,6,186,26,0,1,0,0,0,35,124,15,2,20,32,0,0,7,10,19,7,6,8,0,0,0,72,2,1,0,0,0,0,38,186,1,0,2,2,0,0,166,44,1,1,17,28,1,0,22,7,4,5,9,5,1,1,9
262,15,0,0,2,16,25,29,23,190,1,0,1,7,5,5,87,81,0,0,20,76,2,0,24,2,4,5,12,12,1,1,5,39,13,6,57,54,4,1,4,190,31,3,10,16,1,0,15,90,2,0,5,119,10,1,4,7,1,0,1,14,4,3,16,66,15,15,119,25,0,0,5,190,31,5,10,9,0,0,40,79,5,0,11,102,2,0,5,9,8,1,2,13,1,0,2,102,4,5,44,11,0,0,5,190,1,0,1,11,0,0,44,39,0,0,14,77,1,0,7,1,7,3,5,9,0,0,0
263,0,0,0,13,8,0,0,2,0,0,0,6,4,5,25,10,0,0,2,3,2,15,33,1,0,1,4,2,0,4,16,0,22,0,0,6,4,2,1,15,103,2,0,0,0,10,118,151,10,0,0,0,0,100,161,31,0,0,0,0,0,38,161,6,47,5,0,0,3,4,1,3,161,48,0,0,0,1,16,46,103,14,0,0,0,30,144,25,0,0,0,0,0,20,161,3,20,6,0,0,5,1,0,0,161,91,0,0,0,0,0,0,133,52,0,0,0,0,1,0,1,1,0,1,1,2,2,0
264,40,5,0,0,2,2,0,1,157,42,0,0,0,0,0,3,121,11,0,0,0,0,1,1,0,0,4,4,0,0,1,1,48,1,0,0,2,2,2,9,157,36,12,1,0,0,0,33,123,25,113,40,0,0,0,5,0,0,148,118,0,0,0,0,26,9,0,0,0,5,5,4,119,145,100,5,0,0,0,5,14,38,157,99,0,0,0,0,0,0,157,120,0,0,1,0,1,1,0,0,0,8,10,0,1,14,22,1,0,6,5,1,1,3,35,8,0,0,2,5,0,0,7,4,0,0,4,3
